id,個案研判日,個案公佈日,縣市別,區域,全稱,Lat,Long_,新增確診人數,累計確診人數
314,2022/6/9,2022/6/9,苗栗縣,南庄鄉,苗栗縣南庄鄉,24.5802942,121.0105733,32,778
315,2022/6/9,2022/6/9,苗栗縣,頭屋鄉,苗栗縣頭屋鄉,24.5765856,120.8545433,28,716
316,2022/6/9,2022/6/9,苗栗縣,泰安鄉,苗栗縣泰安鄉,24.3831955,121.03351,25,668
317,2022/6/9,2022/6/9,苗栗縣,大湖鄉,苗栗縣大湖鄉,24.3980966,120.8728615,27,595
318,2022/6/9,2022/6/9,苗栗縣,三灣鄉,苗栗縣三灣鄉,24.6305288,120.9302603,16,433
319,2022/6/9,2022/6/9,苗栗縣,西湖鄉,苗栗縣西湖鄉,24.5273821,120.7608567,16,244
320,2022/6/9,2022/6/9,苗栗縣,獅潭鄉,苗栗縣獅潭鄉,24.5238661,120.9302603,13,147
322,2022/6/9,2022/6/9,連江縣,南竿鄉,連江縣南竿鄉,26.160198,119.9513711,13,531
323,2022/6/9,2022/6/9,連江縣,北竿鄉,連江縣北竿鄉,26.2245753,119.9982607,5,140
324,2022/6/9,2022/6/9,連江縣,東引鄉,連江縣東引鄉,26.376667,120.506667,3,123
326,2022/6/9,2022/6/9,金門縣,金湖鎮,金門縣金湖鎮,24.4376913,118.4279933,60,959
327,2022/6/9,2022/6/9,金門縣,金寧鄉,金門縣金寧鄉,24.4565774,118.3058515,42,913
328,2022/6/9,2022/6/9,金門縣,金城鎮,金門縣金城鎮,24.4320647,118.3155101,43,911
329,2022/6/9,2022/6/9,金門縣,金沙鎮,金門縣金沙鎮,24.4811092,118.4279933,22,487
330,2022/6/9,2022/6/9,金門縣,烈嶼鄉,金門縣烈嶼鄉,24.4279737,118.2351192,31,172
332,2022/6/9,2022/6/9,雲林縣,斗六市,雲林縣斗六市,23.7077947,120.5409089,285,8219
333,2022/6/9,2022/6/9,雲林縣,虎尾鎮,雲林縣虎尾鎮,23.7162184,120.4242401,241,5753
334,2022/6/9,2022/6/9,雲林縣,西螺鎮,雲林縣西螺鎮,23.7755286,120.447285,152,3661
335,2022/6/9,2022/6/9,雲林縣,斗南鎮,雲林縣斗南鎮,23.6771369,120.4760808,122,2772
336,2022/6/9,2022/6/9,雲林縣,麥寮鄉,雲林縣麥寮鄉,23.7485306,120.2562662,89,2177
337,2022/6/9,2022/6/9,雲林縣,北港鎮,雲林縣北港鎮,23.5958633,120.2858846,87,2007
338,2022/6/9,2022/6/9,雲林縣,莿桐鄉,雲林縣莿桐鄉,23.7769338,120.5394232,76,1696
339,2022/6/9,2022/6/9,雲林縣,古坑鄉,雲林縣古坑鄉,23.6449781,120.563741,76,1601
340,2022/6/9,2022/6/9,雲林縣,土庫鎮,雲林縣土庫鎮,23.6882639,120.3550808,51,1412
341,2022/6/9,2022/6/9,雲林縣,崙背鄉,雲林縣崙背鄉,23.7601594,120.3531749,53,1324
342,2022/6/9,2022/6/9,雲林縣,二崙鄉,雲林縣二崙鄉,23.8155793,120.4062196,45,1138
343,2022/6/9,2022/6/9,雲林縣,元長鄉,雲林縣元長鄉,23.6288771,120.3320195,39,1120
344,2022/6/9,2022/6/9,雲林縣,林內鄉,雲林縣林內鄉,23.7587272,120.6159497,55,1047
345,2022/6/9,2022/6/9,雲林縣,大埤鄉,雲林縣大埤鄉,23.6519084,120.4242401,32,890
346,2022/6/9,2022/6/9,雲林縣,口湖鄉,雲林縣口湖鄉,23.6178327,120.1630864,45,869
347,2022/6/9,2022/6/9,雲林縣,台西鄉,雲林縣台西鄉,23.7229714,120.1935663,37,826
348,2022/6/9,2022/6/9,雲林縣,水林鄉,雲林縣水林鄉,23.5628088,120.2397336,39,755
349,2022/6/9,2022/6/9,雲林縣,四湖鄉,雲林縣四湖鄉,23.6370834,120.1935663,33,733
350,2022/6/9,2022/6/9,雲林縣,褒忠鄉,雲林縣褒忠鄉,23.6944368,120.3103204,13,617
351,2022/6/9,2022/6/9,雲林縣,東勢鄉,雲林縣東勢鄉,23.693257,120.2570421,27,554
353,2022/6/9,2022/6/9,高雄市,鳳山區,高雄市鳳山區,22.6113591,120.3493158,1420,38243
354,2022/6/9,2022/6/9,高雄市,三民區,高雄市三民區,22.6483444,120.3262535,1077,32811
355,2022/6/9,2022/6/9,高雄市,楠梓區,高雄市楠梓區,22.7175372,120.3031871,771,21736
356,2022/6/9,2022/6/9,高雄市,小港區,高雄市小港區,22.5553185,120.3608455,594,19723
357,2022/6/9,2022/6/9,高雄市,前鎮區,高雄市前鎮區,22.5970794,120.3147208,600,19665
358,2022/6/9,2022/6/9,高雄市,左營區,高雄市左營區,22.6877358,120.2916524,689,17440
359,2022/6/9,2022/6/9,高雄市,苓雅區,高雄市苓雅區,22.6268814,120.3262535,469,15046
360,2022/6/9,2022/6/9,高雄市,大寮區,高雄市大寮區,22.584481,120.4011911,520,12826
361,2022/6/9,2022/6/9,高雄市,鼓山區,高雄市鼓山區,22.6495866,120.2685799,442,12343
362,2022/6/9,2022/6/9,高雄市,岡山區,高雄市岡山區,22.8016472,120.2858846,383,10591
363,2022/6/9,2022/6/9,高雄市,仁武區,高雄市仁武區,22.7057951,120.3423604,355,9497
364,2022/6/9,2022/6/9,高雄市,林園區,高雄市林園區,22.4986756,120.4011911,253,6312
365,2022/6/9,2022/6/9,高雄市,路竹區,高雄市路竹區,22.8494042,120.2628111,180,5520
366,2022/6/9,2022/6/9,高雄市,燕巢區,高雄市燕巢區,22.7823697,120.378138,127,5028
367,2022/6/9,2022/6/9,高雄市,新興區,高雄市新興區,22.6283893,120.3060706,152,4298
368,2022/6/9,2022/6/9,高雄市,前金區,高雄市前金區,22.6252508,120.2953492,223,4232
369,2022/6/9,2022/6/9,高雄市,梓官區,高雄市梓官區,22.7486104,120.2570421,163,4043
370,2022/6/9,2022/6/9,高雄市,鳥松區,高雄市鳥松區,22.6602052,120.3723741,133,3883
371,2022/6/9,2022/6/9,高雄市,大樹區,高雄市大樹區,22.708371,120.4242401,149,3820
372,2022/6/9,2022/6/9,高雄市,橋頭區,高雄市橋頭區,22.7539031,120.3089574,133,3682
373,2022/6/9,2022/6/9,高雄市,大社區,高雄市大社區,22.7377083,120.3608455,134,3666
374,2022/6/9,2022/6/9,高雄市,茄萣區,高雄市茄萣區,22.8763476,120.2108809,90,2946
375,2022/6/9,2022/6/9,高雄市,湖內區,高雄市湖內區,22.8954184,120.2224227,92,2864
376,2022/6/9,2022/6/9,高雄市,旗津區,高雄市旗津區,22.6141771,120.2659394,127,2860
377,2022/6/9,2022/6/9,高雄市,阿蓮區,高雄市阿蓮區,22.8778606,120.3320195,105,2306
378,2022/6/9,2022/6/9,高雄市,旗山區,高雄市旗山區,22.8702492,120.4703258,80,2107
379,2022/6/9,2022/6/9,高雄市,鹽埕區,高雄市鹽埕區,22.6235157,120.2837442,70,1901
380,2022/6/9,2022/6/9,高雄市,彌陀區,高雄市彌陀區,22.7832231,120.2455033,75,1796
381,2022/6/9,2022/6/9,高雄市,美濃區,高雄市美濃區,22.885385,120.5509358,81,1689
382,2022/6/9,2022/6/9,高雄市,永安區,高雄市永安區,22.8112691,120.2397336,32,965
383,2022/6/9,2022/6/9,高雄市,內門區,高雄市內門區,22.9560087,120.4703258,35,761
384,2022/6/9,2022/6/9,高雄市,杉林區,高雄市杉林區,23.0007902,120.5624474,27,667
385,2022/6/9,2022/6/9,高雄市,六龜區,高雄市六龜區,23.0026195,120.6545022,38,660
386,2022/6/9,2022/6/9,高雄市,桃源區,高雄市桃源區,23.2280755,120.8498944,13,412
387,2022/6/9,2022/6/9,高雄市,田寮區,高雄市田寮區,22.8633474,120.4011911,13,389
388,2022/6/9,2022/6/9,高雄市,那瑪夏區,高雄市那瑪夏區,23.2742978,120.734995,7,221
389,2022/6/9,2022/6/9,高雄市,甲仙區,高雄市甲仙區,23.114592,120.6314948,7,190
390,2022/6/9,2022/6/9,高雄市,茂林區,高雄市茂林區,22.9319405,120.734995,4,178
